,age_last_funding_year,relationships,milestones,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,is_top500
842,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0
843,0.9534,2,2,0,1,0,0,0,0,0,0,0,0,0
844,0.6438,6,2,0,0,0,1,0,0,0,0,0,0,1
845,2.2137,8,3,0,1,0,0,0,0,0,0,0,0,1
846,3.5699,2,3,0,0,0,0,0,0,0,0,0,1,1
847,2.2493,3,1,0,0,1,0,0,0,0,0,0,0,1
848,3.211,16,3,0,0,0,1,0,0,0,0,0,0,1
849,5.9589,6,1,0,0,0,0,0,0,0,0,0,1,1
850,1.126,23,2,0,0,0,0,0,0,0,0,0,1,1
851,0.337,5,2,0,0,0,0,0,1,0,0,0,0,1
852,3.4712,4,2,0,0,0,1,0,0,0,0,0,0,1
853,2.8548,3,2,0,0,0,0,0,0,0,0,0,1,1
854,0.9397,4,2,0,0,0,0,0,0,0,0,0,1,1
855,1.926,1,2,1,0,0,0,0,0,0,0,0,0,1
856,0.6795,16,3,0,0,0,0,0,0,0,0,0,1,1
857,0.6685,7,2,0,0,0,0,1,0,0,0,0,0,0
858,2.5808,4,2,1,0,0,0,0,0,0,0,0,0,1
859,3.7151,16,3,0,0,0,0,0,0,0,0,0,1,1
860,2.3479,7,2,0,0,0,0,0,0,0,0,0,1,1
861,2.5342,3,2,1,0,0,0,0,0,0,0,0,0,1
862,10.2493,8,1,0,0,0,0,0,0,0,0,0,1,1
863,2.337,5,4,0,0,1,0,0,0,0,0,0,0,1
864,4.5178,6,3,0,0,0,0,0,0,0,0,0,1,1
865,4.3205,5,1,0,0,0,0,0,0,0,0,0,1,1
866,7.6986,28,3,0,0,0,0,1,0,0,0,0,0,1
867,5.7151,18,3,0,0,0,0,0,0,0,0,0,1,1
868,8.1178,2,1,0,0,0,0,0,0,0,0,0,1,1
869,3.7068,11,4,0,0,0,0,0,0,0,0,0,1,1
870,9.4767,4,1,0,0,1,0,0,0,0,0,0,0,1
871,6.2986,9,1,0,0,0,0,0,0,0,1,0,0,1
872,9.1589,6,1,0,0,1,0,0,0,0,0,0,0,1
873,3.1945,5,1,0,0,1,0,0,0,0,0,0,0,1
874,3.7808,6,3,0,0,1,0,0,0,0,0,0,0,1
875,3.6493,12,3,0,0,0,0,0,0,0,0,0,1,1
876,5.7836,1,1,0,0,0,0,0,0,0,0,0,1,1
877,0.5671,5,3,0,1,0,0,0,0,0,0,0,0,1
878,7.9781,5,1,0,0,0,0,0,0,0,0,0,1,1
879,7.7616,9,1,0,0,1,0,0,0,0,0,0,0,1
880,2.126,10,4,0,0,0,0,0,1,0,0,0,0,1
881,0.5808,3,3,0,0,1,0,0,0,0,0,0,0,1
882,4.7342,0,0,0,0,0,0,0,0,0,0,1,0,1
883,2.2521,6,1,0,1,0,0,0,0,0,0,0,0,0
884,5.8192,14,4,0,1,0,0,0,0,0,0,0,0,1
885,3.6548,0,0,0,0,0,0,0,0,0,0,0,1,1
886,2.7151,21,3,0,0,0,0,0,1,0,0,0,0,1
887,4.5315,1,1,0,0,0,0,0,0,0,0,0,1,1
888,7.0027,3,1,0,0,0,0,0,0,0,0,0,1,0
889,3.4548,9,3,1,0,0,0,0,0,0,0,0,0,1
890,0.1644,3,1,1,0,0,0,0,0,0,0,0,0,0
891,0.6685,1,3,0,1,0,0,0,0,0,0,0,0,1
892,9.7534,1,1,1,0,0,0,0,0,0,0,0,0,0
893,6.2849,15,3,0,1,0,0,0,0,0,0,0,0,1
894,1.3096,5,2,0,0,0,0,1,0,0,0,0,0,1
895,6.0192,5,2,1,0,0,0,0,0,0,0,0,0,1
896,0.4904,6,1,0,0,0,0,0,1,0,0,0,0,1
897,5.3014,17,1,1,0,0,0,0,0,0,0,0,0,1
898,5.8712,4,2,1,0,0,0,0,0,0,0,0,0,1
899,2.4685,3,2,0,0,0,0,0,0,0,0,0,1,1
900,3.6548,14,4,0,0,0,0,1,0,0,0,0,0,1
901,5.2521,6,2,0,1,0,0,0,0,0,0,0,0,1
902,6.4986,24,3,1,0,0,0,0,0,0,0,0,0,1
903,3.7562,1,0,0,0,0,0,0,0,0,0,0,1,1
904,4.2795,4,0,0,0,0,0,0,0,0,0,0,1,1
905,4.0356,3,1,0,0,0,0,0,0,0,0,0,1,0
906,8.6247,4,0,0,0,0,0,0,0,0,0,0,1,1
907,6.6767,17,3,0,0,0,0,0,0,0,0,0,1,1
908,6.4548,28,2,0,0,0,0,0,0,0,0,0,1,1
909,3.937,26,5,0,1,0,0,0,0,0,0,0,0,1
910,2.8548,9,3,0,0,1,0,0,0,0,0,0,0,0
911,8.0849,4,1,0,0,0,0,0,0,0,1,0,0,1
912,3.5479,10,0,0,0,1,0,0,0,0,0,0,0,1
913,1.2904,3,1,0,1,0,0,0,0,0,0,0,0,0
914,3.2137,5,2,0,0,0,0,0,1,0,0,0,0,1
915,5.1315,6,2,0,0,0,0,1,0,0,0,0,0,0
916,3.9288,16,3,0,0,0,0,1,0,0,0,0,0,1
917,8.7589,9,2,0,0,1,0,0,0,0,0,0,0,1
918,0.5178,9,2,0,0,0,0,1,0,0,0,0,0,1
919,9.2274,1,1,0,0,0,0,0,0,0,0,0,1,1
920,8.4959,5,1,0,0,0,0,0,0,0,1,0,0,1
921,2.8329,12,2,1,0,0,0,0,0,0,0,0,0,1
922,3.1205,4,1,0,0,0,0,0,0,0,0,0,1,1
