,name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3229,3,2008,120000,2,1,2,2,19.2,1197.0,80.0,5.0
3230,9,2005,220000,1,1,1,1,14.8,2499.0,80.0,10.0
3231,0,2009,100000,1,1,1,2,17.8,1248.0,75.0,5.0
3232,8,2017,35000,2,1,1,1,17.57,1193.0,88.7,5.0
3233,4,2004,120000,2,1,1,2,13.4,2362.0,164.7,5.0
3234,7,2011,120000,1,1,1,4,13.6,2523.0,63.0,7.0
3235,0,2012,110000,2,1,1,1,15.37,1196.0,73.0,5.0
3236,6,2017,60000,2,1,1,1,25.17,799.0,53.3,5.0
3237,3,2017,27000,1,1,1,1,22.54,1396.0,88.73,5.0
3238,0,2016,50000,1,1,1,1,26.59,1248.0,74.0,5.0
3239,2,2018,40000,2,1,1,1,17.8,1198.0,86.7,5.0
3240,3,2013,88000,1,1,1,2,22.32,1582.0,126.32,5.0
3241,7,2020,50000,1,1,1,1,16.36,2179.0,140.0,7.0
3242,3,2012,80000,1,1,1,2,22.32,1582.0,126.32,5.0
3243,3,2019,60000,1,1,1,1,22.54,1396.0,88.76,5.0
3244,0,2017,26000,2,1,1,2,21.21,1197.0,81.8,5.0
3245,5,2007,80000,2,1,1,2,16.6,1388.0,68.0,5.0
3246,3,2014,60000,2,1,1,2,21.1,814.0,55.2,5.0
3247,3,2014,80000,2,1,1,2,20.36,1197.0,78.9,5.0
3248,0,2011,90000,1,1,1,2,22.9,1248.0,74.0,5.0
3249,3,2012,80000,1,1,1,2,22.32,1582.0,126.32,5.0
3250,3,2019,15000,2,1,2,1,18.9,1197.0,81.86,5.0
3251,0,2017,35000,1,1,1,2,25.2,1248.0,74.0,5.0
3252,4,2014,120000,1,1,1,1,23.59,1364.0,67.04,5.0
3253,3,2016,63000,1,1,1,3,24.0,1120.0,70.0,5.0
3254,15,2019,25000,1,1,1,1,21.66,1498.0,108.62,5.0
3255,0,2011,64500,2,1,1,1,18.9,998.0,67.1,5.0
3256,7,2016,100000,1,1,1,2,25.32,1198.0,77.0,6.0
3257,3,2017,40000,1,1,1,1,23.9,1582.0,126.2,5.0
3258,3,2017,15000,2,1,1,2,18.6,1197.0,81.83,5.0
3259,4,2015,25000,1,1,1,1,23.59,1364.0,67.04,5.0
3260,0,2016,82000,2,1,1,3,18.5,1197.0,85.8,5.0
3261,0,2012,87000,1,1,1,1,20.77,1248.0,88.76,7.0
3262,0,2015,80000,2,1,1,2,23.95,998.0,67.05,5.0
3263,6,2012,110000,1,1,1,3,19.01,1461.0,108.45,5.0
3264,8,2011,148000,1,1,1,2,21.12,1248.0,88.8,5.0
3265,7,2018,40000,1,1,1,1,16.36,2179.0,140.0,7.0
3266,3,2011,70000,2,1,1,1,16.36,1495.0,93.7,5.0
3267,3,2012,70000,3,1,1,2,13.45,1086.0,62.1,5.0
3268,0,2008,40000,2,1,1,2,16.1,796.0,37.0,4.0
3269,8,2010,120000,1,1,1,1,17.0,1405.0,70.0,5.0
3270,5,2012,60000,1,1,1,1,17.8,1399.0,67.0,5.0
3271,8,2011,90000,1,2,1,1,18.8,1248.0,90.0,5.0
3272,0,2014,68000,1,2,1,1,22.9,1248.0,74.0,5.0
3273,2,2017,24500,1,2,1,1,25.8,1498.0,98.6,5.0
3274,7,2012,77000,1,2,1,2,15.1,2179.0,140.0,7.0
3275,2,2015,85000,1,2,1,1,25.8,1498.0,98.6,5.0
3276,4,2011,45500,2,2,1,1,16.78,1496.0,88.73,5.0
3277,0,2014,67000,1,2,1,1,28.4,1248.0,74.0,5.0
3278,0,2014,77000,1,2,1,1,28.4,1248.0,74.0,5.0
3279,3,2016,47000,2,2,1,1,21.1,814.0,55.2,5.0
3280,8,2017,57000,2,2,1,1,23.84,1199.0,84.48,5.0
3281,3,2018,71500,1,2,1,1,22.54,1396.0,88.73,5.0
3282,4,2012,110000,1,2,1,1,23.59,1364.0,67.04,5.0
3283,0,2013,82000,1,2,1,2,26.59,1248.0,74.0,5.0
3284,0,2013,70000,1,2,1,2,28.4,1248.0,74.0,5.0
3285,0,2017,28000,1,2,1,1,27.39,1248.0,74.0,5.0
3286,1,2016,125000,1,2,1,2,21.14,1498.0,103.52,5.0
3287,0,2013,67000,1,2,1,2,28.4,1248.0,74.0,5.0
3288,2,2011,93500,2,2,1,3,17.0,1497.0,118.0,5.0
3289,0,2012,8500,2,2,1,1,22.0,1197.0,81.8,5.0
3290,0,2016,80000,1,2,1,1,27.39,1248.0,74.0,5.0
3291,5,2007,97000,2,1,1,1,16.6,1388.0,68.0,5.0
3292,8,2012,90000,1,1,1,1,13.93,2179.0,138.0,7.0
3293,3,2017,30000,2,1,1,1,18.6,1197.0,81.83,5.0
3294,3,2015,50000,2,1,1,1,18.6,1197.0,81.83,5.0
3295,0,2016,30000,2,1,1,1,23.95,998.0,67.05,5.0
3296,0,2017,20000,2,1,1,1,11.96,1298.0,80.0,8.0
3297,15,2012,60300,1,1,1,1,22.07,1199.0,73.9,5.0
3298,8,2015,35000,1,1,1,1,23.0,1248.0,88.7,5.0
3299,8,2011,80000,1,1,1,1,13.93,2179.0,138.03,7.0
3300,3,2008,44391,2,1,1,2,19.81,1086.0,68.05,5.0
3301,0,2016,58000,1,1,1,1,27.39,1248.0,74.0,5.0
3302,7,2015,40000,1,1,1,1,15.96,2523.0,62.1,7.0
3303,0,2017,66000,1,1,1,2,24.52,1248.0,88.5,7.0
3304,2,2016,110000,1,1,1,1,26.0,1498.0,98.6,5.0
3305,9,2013,56315,1,1,1,1,25.44,936.0,57.6,5.0
3306,7,2017,70000,1,1,1,1,16.5,1493.0,70.0,7.0
3307,4,2013,120000,1,1,1,1,23.59,1364.0,67.06,5.0
3308,9,2006,100000,1,1,1,1,14.8,2499.0,80.0,10.0
3309,8,2015,90000,1,1,1,2,23.0,1248.0,88.7,5.0
3310,0,2006,120000,3,1,1,3,17.3,1061.0,57.5,5.0
3311,0,2007,160000,2,1,1,4,18.2,998.0,67.1,5.0
3312,4,2006,100000,2,1,1,4,13.4,1794.0,125.0,5.0
3313,0,2009,120000,1,1,1,3,19.3,1248.0,73.9,5.0
3314,8,2010,100000,1,1,1,2,18.0,1248.0,75.0,5.0
3315,0,2007,70000,2,1,1,3,18.9,1061.0,67.0,5.0
3316,3,2017,15151,2,1,1,2,21.1,814.0,55.2,5.0
3317,7,2015,60000,1,1,1,1,15.4,1997.0,120.0,7.0
3318,3,2011,100000,2,1,1,1,19.81,1086.0,68.05,5.0
3319,0,2006,110000,2,1,1,4,18.9,998.0,67.1,5.0
3320,3,2019,7000,2,1,2,1,18.9,1197.0,81.86,5.0
3321,5,2013,70000,2,1,1,2,15.85,1499.0,110.4,5.0
3322,3,2015,128000,2,1,1,1,18.9,1197.0,82.0,5.0
3323,4,2012,120000,1,1,1,2,12.8,2494.0,102.0,8.0
3324,0,2014,15000,1,1,1,1,25.2,1248.0,74.0,5.0
3325,0,2017,60000,1,1,1,1,28.4,1248.0,74.02,5.0
3326,2,2013,80000,2,1,1,1,19.4,1198.0,86.8,5.0
3327,0,2016,80000,1,1,1,1,26.59,1248.0,74.0,5.0
3328,5,2006,114321,1,1,1,2,17.8,1399.0,68.0,5.0
3329,8,2013,120000,1,1,1,1,19.4,1405.0,70.0,5.0
3330,7,2012,120000,1,1,1,2,12.05,2179.0,120.0,8.0
3331,4,2014,146000,1,1,1,1,23.59,1364.0,67.06,5.0
3332,3,2012,30000,3,1,1,1,19.2,1086.0,68.05,5.0
3333,3,2017,20000,2,1,1,1,21.1,814.0,55.2,5.0
3334,4,2017,150000,1,1,1,1,23.59,1364.0,67.05,5.0
3335,0,2014,70000,4,1,1,2,21.94,1196.0,61.7,5.0
3336,3,2013,90000,2,1,1,2,16.3,1797.0,147.5,5.0
3337,2,2010,100000,2,1,1,3,17.0,1497.0,118.0,5.0
3338,0,2005,188000,2,1,1,4,18.9,998.0,67.1,5.0
3339,3,2008,100000,2,1,1,3,19.81,1086.0,68.05,5.0
3340,3,2017,37333,2,1,1,1,18.6,1197.0,81.83,5.0
3341,0,2014,15000,1,1,1,2,20.77,1248.0,88.76,7.0
3342,3,2012,330000,2,1,1,2,13.44,2359.0,198.25,5.0
3343,0,2017,60000,4,1,1,1,26.6,998.0,58.16,5.0
3344,4,2016,80000,1,1,1,2,23.59,1364.0,67.05,5.0
3345,4,2015,110000,1,1,1,1,12.99,2494.0,100.6,7.0
3346,0,2011,72000,2,1,1,2,19.7,796.0,46.3,5.0
3347,4,2006,140000,1,1,1,2,12.8,2494.0,102.0,8.0
3348,0,2015,80000,2,1,1,2,18.5,1197.0,85.8,5.0
3349,0,2010,120000,1,1,1,2,19.3,1248.0,73.9,5.0
3350,4,2015,90000,1,1,1,2,12.99,2494.0,100.6,8.0
3351,6,2012,100000,1,1,1,2,20.46,1461.0,83.8,5.0
3352,0,2009,90000,2,1,1,3,17.5,1298.0,85.8,5.0
3353,2,2013,140000,1,1,1,3,25.8,1498.0,98.6,5.0
3354,9,2010,120000,2,1,1,1,18.0,995.0,62.0,5.0
3355,0,2019,35000,1,1,2,1,24.3,1248.0,88.5,5.0
3356,0,2014,50000,2,1,1,2,23.95,998.0,67.05,5.0
3357,3,2017,82000,1,1,1,1,24.8,1396.0,88.7,5.0
3358,0,2014,70000,1,1,1,3,25.2,1248.0,74.0,5.0
3359,0,2016,90000,2,1,1,1,18.5,1197.0,85.8,5.0
3360,1,2014,79000,1,1,1,2,20.6,1968.0,141.0,5.0
3361,4,2011,291000,1,1,1,2,12.8,2494.0,102.0,7.0
3362,4,2010,250000,1,1,1,2,12.8,2494.0,102.0,7.0
3363,7,2018,20000,1,1,1,1,15.96,2523.0,63.0,9.0
3364,0,2017,53000,1,1,1,1,28.09,1248.0,88.5,5.0
3365,17,2017,21500,2,1,2,1,19.34,1198.0,76.0,5.0
3366,8,2017,89000,1,1,1,1,27.28,1047.0,69.0,5.0
3367,0,2013,35000,2,1,1,2,19.1,1197.0,85.8,5.0
3368,0,2013,43000,2,1,1,2,19.0,998.0,67.1,5.0
3369,3,2009,80000,2,1,1,2,17.92,1086.0,62.1,5.0
3370,3,2007,80000,2,1,1,2,17.8,1086.0,63.0,5.0
3371,3,2014,110000,1,1,1,1,22.54,1396.0,88.73,5.0
3372,3,2012,100000,2,1,1,1,21.1,814.0,55.2,5.0
3373,3,2018,25000,2,1,1,1,21.1,814.0,55.2,5.0
3374,5,2019,20000,1,1,1,1,23.0,1498.0,98.96,5.0
3375,8,2017,70000,1,1,1,1,22.95,1248.0,74.0,5.0
3376,4,2011,197000,1,1,1,1,12.8,2494.0,102.0,7.0
3377,0,2006,100000,2,1,1,2,14.0,1061.0,64.0,5.0
3378,0,1995,70000,2,1,1,1,16.1,796.0,37.0,4.0
3379,7,2015,140000,1,1,1,1,16.0,2179.0,140.0,7.0
3380,0,2009,50000,2,1,1,1,19.7,796.0,46.3,5.0
3381,8,2017,40300,2,1,1,1,23.84,1199.0,84.0,5.0
3382,4,2010,120000,1,1,1,2,12.8,2494.0,102.0,8.0
3383,0,2016,25000,2,1,1,2,23.1,998.0,67.04,5.0
3384,0,2010,155000,2,1,1,3,18.9,998.0,67.1,5.0
3385,2,2015,50000,2,1,2,1,19.0,1199.0,88.7,5.0
3386,3,2017,30030,2,2,1,1,18.6,1197.0,81.83,5.0
3387,3,2017,29029,2,2,1,1,19.1,1197.0,82.0,5.0
3388,0,2012,72072,1,2,1,1,21.1,1248.0,73.9,5.0
3389,5,2012,54000,1,1,1,1,20.0,1399.0,68.0,5.0
3390,3,2012,82082,1,2,1,1,22.54,1396.0,88.73,5.0
3391,7,2016,48000,1,1,1,2,16.0,2179.0,140.0,7.0
3392,0,2016,20000,2,1,1,1,17.5,1373.0,91.1,7.0
3393,3,2018,49000,1,1,2,1,22.0,1582.0,126.2,5.0
3394,10,2015,35000,2,1,1,3,19.44,1198.0,67.0,7.0
3395,0,2017,67000,4,1,1,1,33.44,796.0,40.3,4.0
3396,0,2011,80600,1,1,1,1,19.3,1248.0,73.9,5.0
3397,3,2013,58609,2,1,1,2,21.1,814.0,55.2,5.0
3398,25,2016,33003,2,1,1,1,15.7,1172.0,67.0,5.0
3399,0,2016,43000,4,1,1,2,26.6,998.0,58.16,5.0
3400,3,2016,16500,2,1,1,1,18.6,1197.0,81.83,5.0
3401,4,2012,138000,1,1,1,2,12.8,2494.0,102.0,8.0
3402,7,2013,165500,1,1,1,2,14.0,2523.0,75.0,9.0
3403,0,2011,120000,1,1,1,2,19.3,1248.0,73.9,5.0
3404,8,2018,30000,1,1,1,1,21.5,1497.0,108.5,5.0
3405,8,2010,70000,1,1,1,2,19.09,1396.0,69.0,5.0
3406,0,2003,170000,2,1,1,3,17.3,993.0,60.0,5.0
3407,7,2011,120000,1,1,1,3,21.0,1461.0,64.1,5.0
3408,8,2014,168000,1,1,1,2,22.3,1248.0,74.0,5.0
3409,2,2017,60000,1,1,1,2,25.8,1498.0,98.6,5.0
3410,0,2008,120000,2,1,1,2,19.7,796.0,46.3,5.0
3411,0,2016,5800,2,1,1,2,20.51,998.0,67.04,5.0
3412,0,2010,68700,2,1,1,3,19.0,998.0,66.1,5.0
3413,3,2007,108000,2,1,1,3,13.9,1599.0,103.2,5.0
3414,5,2018,90000,2,1,1,1,17.0,1497.0,121.36,5.0
3415,15,2011,60000,2,1,1,2,16.47,1198.0,73.9,5.0
3416,3,2016,17000,2,1,1,1,21.1,814.0,55.2,5.0
3417,0,2018,5000,2,1,1,1,20.51,998.0,67.04,5.0
3418,0,2017,60000,1,1,1,1,24.3,1248.0,88.5,5.0
3419,0,2015,140000,1,1,1,2,26.59,1248.0,74.0,5.0
3420,11,2017,15000,1,1,1,1,17.1,1956.0,170.0,5.0
3421,8,2018,25000,2,1,1,1,17.0,1198.0,108.5,5.0
3422,9,2016,50000,2,1,1,2,16.2,995.0,62.1,5.0
3423,9,2016,60000,1,1,1,2,25.44,936.0,56.3,5.0
3424,8,2012,40000,2,1,1,2,25.4,624.0,38.0,4.0
3425,0,2014,72000,2,1,1,1,19.1,1197.0,85.8,5.0
3426,8,2012,195000,1,1,1,2,21.12,1248.0,88.8,5.0
3427,3,2012,70000,2,1,1,1,21.1,814.0,55.2,5.0
3428,17,2013,83000,1,1,1,1,23.08,1461.0,63.1,5.0
3429,3,2012,100000,2,1,1,2,21.1,814.0,55.2,5.0
3430,0,2015,25000,2,1,1,1,20.4,1197.0,81.8,5.0
3431,0,2016,50000,1,1,1,1,25.2,1248.0,74.0,5.0
3432,0,2012,67000,1,1,1,1,20.77,1248.0,88.76,7.0
3433,0,2011,30000,2,1,1,1,19.0,998.0,67.1,5.0
3434,6,2013,85000,1,1,1,1,23.08,1461.0,63.12,5.0
3435,7,2018,25000,1,1,1,1,16.55,2498.0,105.0,6.0
3436,4,2007,170000,1,1,1,1,12.8,2494.0,102.0,8.0
3437,7,2014,110000,1,1,1,1,14.0,2523.0,75.0,8.0
3438,0,2017,60000,4,1,1,1,26.6,998.0,58.16,5.0
3439,3,2011,80000,1,1,1,2,22.32,1582.0,126.32,5.0
3440,0,2014,31000,2,1,1,1,20.51,998.0,67.04,5.0
3441,3,2014,100000,1,1,1,1,24.0,1120.0,70.0,5.0
3442,7,2016,130000,1,1,1,1,17.45,1493.0,100.0,7.0
3443,0,2016,20000,2,1,1,1,20.51,998.0,67.04,5.0
3444,5,2017,60000,1,1,1,1,22.77,1498.0,98.59,5.0
3445,0,2013,102996,1,1,1,2,23.4,1248.0,74.0,5.0
3446,3,2015,60000,1,1,1,1,22.54,1396.0,88.73,5.0
3447,7,2012,129000,1,1,1,3,15.1,2179.0,140.0,7.0
3448,25,2015,67000,1,1,1,1,21.2,1248.0,75.0,5.0
3449,4,2015,120000,1,1,1,1,13.0,2494.0,142.0,7.0
3450,8,2010,120000,1,1,1,4,13.93,2179.0,138.03,7.0
3451,25,2015,96500,1,1,1,1,20.5,1248.0,91.72,5.0
3452,0,2017,52412,2,2,1,1,18.9,998.0,67.1,5.0
3453,7,2012,85472,1,2,1,1,12.05,2179.0,120.0,8.0
3454,5,2013,87452,1,2,1,2,22.77,1498.0,98.59,5.0
3455,5,2018,17000,1,1,1,1,23.0,1498.0,98.96,5.0
3456,0,2008,66530,2,1,1,2,18.9,1061.0,67.0,5.0
3457,3,2013,40000,2,1,1,1,18.5,1197.0,82.85,5.0
3458,25,2015,96500,1,1,1,1,20.5,1248.0,91.72,5.0
3459,2,2010,79000,2,1,1,1,16.8,1497.0,116.3,5.0
3460,7,2016,50000,1,1,1,1,18.49,1493.0,100.0,7.0
3461,25,2012,60000,1,1,1,2,20.3,1248.0,75.0,5.0
3462,8,2018,35000,2,1,1,1,17.57,1193.0,88.7,5.0
3463,25,2015,120000,1,1,1,1,20.5,1248.0,91.72,5.0
3464,0,2019,10000,2,1,2,1,21.21,1197.0,81.8,5.0
3465,3,2017,15000,2,1,1,1,17.19,1197.0,81.86,5.0
3466,0,2013,70000,4,1,1,2,30.46,796.0,47.3,5.0
3467,0,2016,5000,2,1,1,1,22.74,796.0,47.3,5.0
3468,0,2009,40000,2,1,1,1,19.7,796.0,46.3,5.0
3469,3,2019,10000,2,1,1,1,18.6,1197.0,81.86,5.0
3470,3,2016,25000,2,1,1,1,21.1,814.0,55.2,5.0
3471,8,2017,53000,2,1,1,1,17.57,1193.0,88.7,5.0
3472,7,2014,110000,1,1,1,2,12.05,2179.0,120.0,9.0
3473,28,2013,200000,1,1,1,2,20.07,1461.0,75.0,8.0
3474,7,2019,22000,2,1,1,1,17.0,1197.0,110.0,5.0
3475,0,2003,70000,2,1,1,4,18.9,998.0,67.1,5.0
3476,2,2015,75000,1,1,1,2,25.8,1498.0,98.6,5.0
3477,0,2012,70000,2,1,1,1,18.9,998.0,67.1,5.0
3478,15,2014,64000,2,1,1,3,15.04,1598.0,103.2,5.0
3479,0,2002,60000,2,1,1,1,11.96,1298.0,80.0,8.0
3480,0,2009,40000,2,1,1,1,19.7,796.0,46.3,5.0
3481,14,2010,110000,1,1,2,2,12.07,2967.0,241.4,7.0
3482,7,2013,60000,1,1,1,1,12.05,2179.0,120.0,8.0
3483,3,2015,72000,1,1,1,1,22.54,1396.0,88.73,5.0
3484,3,2013,70000,1,1,1,2,21.9,1396.0,88.76,5.0
3485,9,2012,75000,1,1,1,1,25.44,936.0,57.6,5.0
3486,3,2017,32331,1,1,1,2,22.54,1396.0,88.73,5.0
3487,3,2016,70000,1,1,1,1,19.67,1582.0,126.2,5.0
3488,3,2010,80000,1,1,1,2,23.0,1396.0,90.0,5.0
3489,9,2011,20000,2,1,1,2,18.0,995.0,62.0,5.0
3490,17,2012,110000,2,1,1,1,16.95,1498.0,97.7,5.0
3491,3,2014,40000,2,1,1,2,18.9,1197.0,82.0,5.0
3492,4,2016,40000,2,1,2,1,10.75,2694.0,163.7,7.0
3493,3,2015,90000,2,1,1,2,18.6,1197.0,81.83,5.0
3494,0,2014,50000,2,1,1,2,19.1,1197.0,85.8,5.0
3495,23,2001,137000,2,1,1,1,18.5,796.0,53.0,5.0
3496,3,2015,60000,2,1,1,1,18.6,1197.0,81.83,5.0
3497,0,2017,30000,1,1,1,1,25.2,1248.0,74.0,5.0
3498,3,2016,98000,1,1,1,1,19.67,1582.0,126.2,5.0
3499,0,2016,50000,1,1,1,1,24.52,1248.0,88.5,7.0
3500,8,2009,120000,1,1,1,3,19.09,1396.0,69.0,5.0
3501,3,2017,30000,2,1,1,1,18.9,1197.0,81.86,5.0
3502,8,2009,120000,1,1,1,3,19.09,1396.0,69.0,5.0
3503,8,2016,40000,2,1,1,1,23.84,1199.0,84.0,5.0
3504,8,2012,90000,1,1,1,2,19.0,1405.0,71.0,5.0
3505,3,2011,80000,1,1,1,2,21.9,1396.0,90.0,5.0
3506,3,2012,120000,3,1,1,1,21.1,814.0,55.2,5.0
3507,7,2013,200000,1,1,2,1,11.18,2696.0,184.0,7.0
3508,8,2007,110000,1,1,1,2,17.2,1396.0,53.5,5.0
3509,8,2017,38000,2,1,1,2,23.84,1199.0,84.0,5.0
3510,8,2017,35000,2,1,1,2,23.84,1199.0,84.0,5.0
3511,0,2014,70000,2,1,1,1,20.51,998.0,67.04,5.0
3512,6,2012,120000,1,1,1,2,21.8,1461.0,78.0,5.0
3513,6,2012,110000,1,1,1,2,19.01,1461.0,108.45,5.0
3514,8,2010,140000,1,1,1,1,18.4,1248.0,75.0,5.0
3515,7,2009,155000,1,1,2,2,11.79,2179.0,120.0,8.0
3516,6,2017,80000,1,1,1,2,23.08,1461.0,63.1,5.0
3517,7,2010,120000,1,1,1,2,13.6,2523.0,63.0,7.0
3518,0,2011,80000,2,1,1,1,18.9,998.0,67.1,5.0
3519,5,2015,110000,1,1,1,2,25.83,1498.0,99.0,5.0
3520,8,2012,230000,1,1,1,1,23.57,1396.0,70.0,5.0
3521,8,2011,172000,1,1,1,2,17.88,1396.0,52.8,5.0
3522,3,2014,25000,2,1,1,1,18.6,1197.0,81.83,5.0
3523,5,2019,35000,1,1,1,1,23.0,1498.0,98.96,5.0
3524,7,2014,126000,1,1,1,1,12.05,2179.0,120.0,7.0
3525,2,2018,30000,1,1,1,1,25.5,1498.0,98.6,5.0
3526,3,2011,97000,2,1,1,3,19.81,1086.0,68.05,5.0
3527,3,2016,120000,1,1,2,1,19.08,1582.0,126.2,5.0
3528,3,2016,120000,1,1,1,1,23.9,1582.0,126.32,5.0
3529,7,2014,80000,1,1,1,2,16.55,2498.0,105.0,6.0
3530,0,2011,60000,1,1,1,2,19.3,1248.0,73.9,5.0
3531,3,2011,60000,2,1,1,1,19.81,1086.0,68.05,5.0
3532,2,2015,60000,1,1,1,1,25.1,1498.0,98.6,5.0
3533,0,2014,90000,1,1,1,1,22.9,1248.0,74.0,5.0
3534,3,2015,30000,2,1,1,1,19.1,1197.0,82.0,5.0
3535,3,2016,35000,2,1,1,1,18.6,1197.0,81.83,5.0
3536,0,2016,35000,1,1,1,1,26.59,1248.0,74.0,5.0
3537,7,2017,25000,1,1,1,1,16.0,2179.0,140.0,7.0
3538,15,2018,40000,1,1,1,1,21.66,1498.0,108.62,5.0
3539,3,2017,25000,1,1,1,1,19.67,1582.0,126.2,5.0
3540,3,2017,23456,2,2,1,1,18.9,1197.0,82.0,5.0
3541,7,2015,39000,1,2,1,1,16.0,2179.0,140.0,7.0
3542,2,2017,15000,2,1,1,1,17.5,1199.0,88.7,5.0
3543,0,2013,40000,1,1,1,1,23.4,1248.0,74.0,5.0
3544,9,2010,70000,2,1,1,1,18.6,1199.0,79.4,5.0
3545,0,2014,40000,2,1,1,1,19.1,1197.0,85.8,5.0
3546,7,2008,136500,1,1,1,4,12.7,2609.0,120.0,8.0
3547,7,2016,70000,1,1,1,2,25.32,1198.0,77.0,6.0
3548,2,2015,90000,1,1,1,2,25.1,1498.0,98.6,5.0
3549,0,1996,32000,2,1,1,2,16.1,796.0,37.0,4.0
3550,0,2018,8000,2,1,2,2,20.51,998.0,67.0,5.0
3551,4,2015,170000,1,1,1,1,23.59,1364.0,67.04,5.0
3552,0,2014,25000,2,1,1,1,22.74,796.0,47.3,5.0
3553,8,2000,120000,1,1,1,4,12.2,1948.0,68.0,10.0
3554,0,2010,110000,1,1,1,3,17.8,1248.0,75.0,5.0
3555,7,2016,100000,1,1,1,1,16.0,2179.0,140.0,7.0
3556,5,2009,115000,1,1,1,2,13.8,1399.0,68.0,5.0
3557,7,2008,120000,1,1,1,4,12.7,2609.0,120.0,8.0
3558,1,2011,265000,1,1,1,2,20.86,1199.0,75.0,5.0
3559,0,2008,90000,1,1,1,2,17.8,1248.0,75.0,5.0
3560,2,2018,40000,2,1,2,1,18.2,1199.0,88.7,5.0
3561,3,2008,55000,2,1,1,2,13.9,1599.0,103.2,5.0
3562,0,2007,90000,2,1,1,2,19.7,796.0,46.3,5.0
3563,15,2014,111000,1,1,1,1,20.34,1498.0,103.2,5.0
3564,7,2013,120000,1,1,1,2,11.68,2498.0,112.0,7.0
3565,0,2017,15000,2,1,1,1,21.4,1197.0,83.1,5.0
3566,0,2016,30000,2,1,1,2,22.74,796.0,47.3,5.0
3567,0,2017,50000,2,1,1,1,23.95,998.0,67.05,5.0
3568,3,2015,40000,1,1,1,1,19.67,1582.0,126.2,5.0
3569,8,2008,50000,2,1,1,2,15.3,1396.0,70.0,5.0
3570,8,2018,45000,2,1,1,2,23.84,1199.0,84.0,5.0
3571,8,2016,35000,1,1,1,2,27.28,1047.0,69.0,5.0
3572,8,2009,80000,1,1,1,1,13.93,2179.0,138.0,7.0
3573,7,2012,120000,1,1,1,1,11.68,2498.0,112.0,7.0
3574,7,2014,90000,1,1,1,2,15.1,2179.0,140.0,7.0
3575,7,2017,100000,1,1,1,1,16.5,1493.0,70.0,7.0
3576,0,2011,120000,1,1,1,3,19.3,1248.0,73.9,5.0
3577,3,2018,15000,2,1,1,1,15.8,1591.0,121.3,5.0
3578,0,2017,15000,2,1,1,1,24.7,796.0,47.3,5.0
3579,0,2017,15000,2,1,2,1,21.21,1197.0,81.8,5.0
3580,5,2017,70000,1,1,1,1,25.83,1498.0,99.0,5.0
3581,5,2015,135000,1,1,1,1,22.77,1498.0,98.59,5.0
3582,1,2012,80000,1,1,1,2,20.5,1598.0,103.5,5.0
3583,9,2011,80000,1,1,2,2,18.1,1991.0,147.9,4.0
3584,3,2017,19000,2,1,1,1,18.6,1197.0,81.83,5.0
3585,3,2017,42000,2,1,1,1,15.29,1591.0,121.3,5.0
3586,0,2010,77000,2,1,1,1,18.9,998.0,67.1,5.0
3587,0,2012,120000,1,1,1,1,23.2,1248.0,73.94,5.0
3588,4,2019,10000,2,1,2,1,19.56,1197.0,81.8,5.0
3589,9,2009,110000,2,1,1,3,16.5,995.0,63.0,5.0
3590,0,2009,110000,2,1,1,1,15.0,1586.0,104.68,5.0
3591,8,2007,90000,1,1,1,3,23.57,1396.0,70.0,5.0
3592,3,2015,90000,2,1,1,1,15.29,1591.0,121.3,5.0
3593,3,2018,50000,1,1,1,1,22.54,1396.0,88.73,5.0
3594,9,2014,50000,1,1,1,1,25.44,936.0,56.3,5.0
3595,0,2014,40000,2,1,1,2,22.74,796.0,47.3,5.0
3596,8,2012,120000,1,1,1,1,22.3,1248.0,74.0,5.0
3597,8,2017,40000,2,1,1,1,23.84,1199.0,84.0,5.0
3598,0,2002,62000,2,1,1,1,16.1,796.0,37.0,4.0
3599,3,2018,10000,2,1,1,1,17.0,1591.0,121.3,5.0
3600,2,2014,160000,1,1,1,1,25.1,1498.0,98.6,5.0
3601,3,2010,60000,2,1,1,1,17.0,1197.0,80.0,5.0
3602,7,2009,110000,1,1,1,1,13.6,2523.0,63.0,7.0
3603,0,2005,60000,2,1,1,4,18.9,998.0,67.1,5.0
3604,7,2014,78000,1,1,1,1,11.68,2498.0,112.0,7.0
3605,3,2019,30000,2,1,1,1,20.3,1086.0,68.0,5.0
3606,5,2018,20000,1,1,1,1,23.0,1498.0,98.96,5.0
3607,0,2017,21000,2,1,1,1,22.0,1197.0,81.8,5.0
3608,0,2013,70000,1,1,1,1,22.9,1248.0,74.0,5.0
3609,3,2015,70000,2,1,2,2,18.9,1197.0,82.0,5.0
3610,0,2006,42500,2,1,1,1,19.7,796.0,46.3,5.0
3611,3,2012,25000,2,1,1,1,20.36,1197.0,78.9,5.0
3612,8,2013,80000,1,1,1,2,13.7,2197.0,138.1,7.0
3613,7,2006,90000,1,1,1,1,12.7,2609.0,116.6,8.0
3614,15,2010,80000,1,1,1,4,22.07,1199.0,73.9,5.0
3615,7,2013,146000,1,1,1,2,15.96,2523.0,62.1,7.0
3616,0,2013,47200,2,1,1,3,16.1,796.0,37.0,4.0
3617,7,2018,60000,1,1,1,1,15.1,2179.0,152.87,7.0
